"anthropic/claude-3.5-sonnet:beta","strictly increasing order",1.1,True,3,"2024-12-31"
"anthropic/claude-3.5-sonnet:beta","no repeated numbers",2.3,True,4,"2024-12-31"
"anthropic/claude-3.5-sonnet:beta","mult 3 or 5 not both",2.45,False,6,"2024-12-31"
"anthropic/claude-3.5-sonnet:beta","converging toward center",3.05,False,20,"2024-12-31"
"anthropic/claude-3.5-sonnet:beta","odd number of odd numbers",3.25,False,5,"2024-12-31"
"anthropic/claude-3.5-sonnet:beta","prime number of elements",3.4,True,6,"2024-12-31"
"anthropic/claude-3.5-sonnet:beta","previous or sum",3.7,False,7,"2024-12-31"
"anthropic/claude-3.5-sonnet:beta","collatzish",3.95,False,11,"2024-12-31"
"anthropic/claude-3.5-sonnet:beta","divisible or plus 13",4.35,False,5,"2024-12-31"
"anthropic/claude-3.5-sonnet:beta","previous over 17",4.7,False,18,"2024-12-31"
